Year,SEX,AREA,Series,Value
2019,Female,Jerusalem,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2000,Female,Bethlehem,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2004,Female,Bethlehem,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2006,Female,Bethlehem,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",23.5
2009,Female,Bethlehem,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",30.8
2011,Female,Bethlehem,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",58.5
2014,Female,Bethlehem,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",76.6
2018,Female,Bethlehem,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",82.2
2019,Female,Bethlehem,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2000,Female,Hebron,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2004,Female,Hebron,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2006,Female,Hebron,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",15.8
2009,Female,Hebron,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",36.9
2011,Female,Hebron,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",44.9
2014,Female,Hebron,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",65.4
2018,Female,Hebron,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",90.3
2019,Female,Hebron,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2000,Female,North Gaza,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2004,Female,North Gaza,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2006,Female,North Gaza,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",12.7
2009,Female,North Gaza,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",44.8
2011,Female,North Gaza,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",40.8
2014,Female,North Gaza,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",54.1
2018,Female,North Gaza,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",71.6
2019,Female,North Gaza,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2000,Female,Gaza,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2004,Female,Gaza,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2006,Female,Gaza,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",17.7
2009,Female,Gaza,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",34.9
2011,Female,Gaza,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",46.5
2014,Female,Gaza,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",67.2
2018,Female,Gaza,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",77.3
2019,Female,Gaza,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2000,Female,Dier Al-Balah,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2004,Female,Dier Al-Balah,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2006,Female,Dier Al-Balah,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",11.2
2009,Female,Dier Al-Balah,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",35.1
2011,Female,Dier Al-Balah,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",39.2
2014,Female,Dier Al-Balah,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",55.8
2018,Female,Dier Al-Balah,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",80.3
2019,Female,Dier Al-Balah,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2000,Female,Khan Yunis,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2004,Female,Khan Yunis,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2006,Female,Khan Yunis,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",9.8
2009,Female,Khan Yunis,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",28.6
2011,Female,Khan Yunis,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",40.9
2014,Female,Khan Yunis,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",52.5
2018,Female,Khan Yunis,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",71.5
2019,Female,Khan Yunis,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2000,Female,Rafah,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2004,Female,Rafah,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2006,Female,Rafah,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",13.9
2009,Female,Rafah,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",33.3
2011,Female,Rafah,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",48.8
2014,Female,Rafah,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",54.1
2018,Female,Rafah,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",67.9
2019,Female,Rafah,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2000,,West Bank,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",24.4
2004,,West Bank,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",34.6
2006,,West Bank,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",41.9
2009,,West Bank,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",57.4
2011,,West Bank,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",69.5
2014,,West Bank,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",77.5
2018,,West Bank,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",92.4
2019,,West Bank,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",81.6
2000,,Gaza Strip,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",13.0
2004,,Gaza Strip,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",21.7
2006,,Gaza Strip,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",30.1
2009,,Gaza Strip,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",48.9
2011,,Gaza Strip,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",57.8
2014,,Gaza Strip,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",67.2
2018,,Gaza Strip,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",82.3
2019,,Gaza Strip,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",64.2
2000,,Palestine,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",20.6
2004,,Palestine,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",30.0
2006,,Palestine,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",37.7
2009,,Palestine,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",54.3
2011,,Palestine,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",65.2
2014,,Palestine,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",73.7
2018,,Palestine,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",88.6
2019,,Palestine,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",74.9
2000,,Jenin,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2004,,Jenin,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2006,,Jenin,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",36.1
2009,,Jenin,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",58.9
2011,,Jenin,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",67.2
2014,,Jenin,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",74.0
2018,,Jenin,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",93.2
2019,,Jenin,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2000,,Tubas & Northern Valleys,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2004,,Tubas & Northern Valleys,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2006,,Tubas & Northern Valleys,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",36.5
2009,,Tubas & Northern Valleys,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",56.8
2011,,Tubas & Northern Valleys,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",55.2
2014,,Tubas & Northern Valleys,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",70.9
2018,,Tubas & Northern Valleys,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",84.0
2019,,Tubas & Northern Valleys,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2000,,Tulkarm,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2004,,Tulkarm,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2006,,Tulkarm,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",30.0
2009,,Tulkarm,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",57.7
2011,,Tulkarm,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",58.5
2014,,Tulkarm,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",74.3
2018,,Tulkarm,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",89.9
2019,,Tulkarm,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2000,,Nablus,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2004,,Nablus,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2006,,Nablus,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",42.7
2009,,Nablus,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",59.8
2011,,Nablus,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",71.0
2014,,Nablus,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",78.7
2018,,Nablus,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",95.1
2019,,Nablus,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2000,,Qalqiliya,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2004,,Qalqiliya,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2006,,Qalqiliya,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",64.7
2009,,Qalqiliya,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",52.4
2011,,Qalqiliya,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",75.0
2014,,Qalqiliya,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",72.8
2018,,Qalqiliya,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",92.4
2019,,Qalqiliya,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2000,,Salfit,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2004,,Salfit,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2006,,Salfit,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",45.5
2009,,Salfit,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",53.9
2011,,Salfit,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",61.7
2014,,Salfit,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",78.9
2018,,Salfit,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",91.7
2019,,Salfit,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2000,,Ramallah & Al-Bireh,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2004,,Ramallah & Al-Bireh,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2006,,Ramallah & Al-Bireh,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",40.5
2009,,Ramallah & Al-Bireh,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",59.9
2011,,Ramallah & Al-Bireh,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",80.7
2014,,Ramallah & Al-Bireh,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",80.4
2018,,Ramallah & Al-Bireh,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",93.3
2019,,Ramallah & Al-Bireh,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2000,,Jericho & AL Aghwar,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2004,,Jericho & AL Aghwar,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2006,,Jericho & AL Aghwar,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",41.0
2009,,Jericho & AL Aghwar,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",73.9
2011,,Jericho & AL Aghwar,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",65.2
2014,,Jericho & AL Aghwar,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",90.1
2018,,Jericho & AL Aghwar,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",94.1
2019,,Jericho & AL Aghwar,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2000,,Jerusalem,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2004,,Jerusalem,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2006,,Jerusalem,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",59.3
2009,,Jerusalem,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",68.0
2011,,Jerusalem,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",86.0
2014,,Jerusalem,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",78.9
2018,,Jerusalem,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",90.0
2019,,Jerusalem,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2000,,Bethlehem,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2004,,Bethlehem,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2006,,Bethlehem,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",33.2
2009,,Bethlehem,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",50.2
2011,,Bethlehem,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",67.1
2014,,Bethlehem,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",80.0
2018,,Bethlehem,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",89.7
2019,,Bethlehem,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2000,,Hebron,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2004,,Hebron,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2006,,Hebron,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",36.5
2009,,Hebron,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",49.0
2011,,Hebron,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",60.5
2014,,Hebron,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",76.7
2018,,Hebron,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",93.5
2019,,Hebron,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2000,,North Gaza,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2004,,North Gaza,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2006,,North Gaza,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",34.1
2009,,North Gaza,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",54.3
2011,,North Gaza,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",48.9
2014,,North Gaza,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",65.8
2018,,North Gaza,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",78.6
2019,,North Gaza,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2000,,Gaza,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2004,,Gaza,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2006,,Gaza,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",32.4
2009,,Gaza,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",46.8
2011,,Gaza,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",62.2
2014,,Gaza,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",71.3
2018,,Gaza,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",83.8
2019,,Gaza,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2000,,Dier Al-Balah,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2004,,Dier Al-Balah,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2006,,Dier Al-Balah,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",28.6
2009,,Dier Al-Balah,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",54.9
2011,,Dier Al-Balah,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",51.3
2014,,Dier Al-Balah,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",63.7
2018,,Dier Al-Balah,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",86.7
2019,,Dier Al-Balah,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2000,,Khan Yunis,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2004,,Khan Yunis,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2006,,Khan Yunis,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",25.3
2009,,Khan Yunis,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",44.6
2011,,Khan Yunis,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",59.4
2014,,Khan Yunis,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",66.7
2018,,Khan Yunis,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",81.4
2019,,Khan Yunis,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2000,,Rafah,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2004,,Rafah,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2006,,Rafah,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",26.5
2009,,Rafah,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",47.0
2011,,Rafah,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",63.8
2014,,Rafah,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",65.8
2018,,Rafah,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",80.1
2019,,Rafah,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
