Year,SEX,AREA,Series,Value
2013,Male,Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",24.7
2014,Male,Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",35.4
2015,Male,Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",30.9
2016,Male,Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",28.0
2017,Male,Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",32.2
2018,Male,Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",40.5
2000,Male,Dier Al-Balah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",21.8
2001,Male,Dier Al-Balah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",34.4
2002,Male,Dier Al-Balah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",40.0
2003,Male,Dier Al-Balah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",31.1
2004,Male,Dier Al-Balah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",36.6
2005,Male,Dier Al-Balah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",33.6
2006,Male,Dier Al-Balah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",35.9
2007,Male,Dier Al-Balah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",33.6
2008,Male,Dier Al-Balah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",39.7
2009,Male,Dier Al-Balah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",32.0
2010,Male,Dier Al-Balah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",38.3
2011,Male,Dier Al-Balah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",22.3
2012,Male,Dier Al-Balah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",24.1
2013,Male,Dier Al-Balah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",23.8
2014,Male,Dier Al-Balah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",44.0
2015,Male,Dier Al-Balah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",44.2
2016,Male,Dier Al-Balah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",38.1
2017,Male,Dier Al-Balah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",43.0
2018,Male,Dier Al-Balah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",50.2
2000,Male,Khan Yunis,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",21.5
2001,Male,Khan Yunis,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",37.6
2002,Male,Khan Yunis,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",39.6
2003,Male,Khan Yunis,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",34.3
2004,Male,Khan Yunis,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",39.6
2005,Male,Khan Yunis,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",31.2
2006,Male,Khan Yunis,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",36.2
2007,Male,Khan Yunis,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",36.6
2008,Male,Khan Yunis,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",48.6
2009,Male,Khan Yunis,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",47.7
2010,Male,Khan Yunis,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",41.3
2011,Male,Khan Yunis,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",28.1
2012,Male,Khan Yunis,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",29.4
2013,Male,Khan Yunis,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",34.3
2014,Male,Khan Yunis,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",43.8
2015,Male,Khan Yunis,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",37.8
2016,Male,Khan Yunis,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",39.5
2017,Male,Khan Yunis,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",40.4
2018,Male,Khan Yunis,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",47.1
2000,Male,Rafah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",19.4
2001,Male,Rafah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",35.2
2002,Male,Rafah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",42.7
2003,Male,Rafah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",29.1
2004,Male,Rafah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",36.2
2005,Male,Rafah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",28.8
2006,Male,Rafah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",30.3
2007,Male,Rafah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",27.7
2008,Male,Rafah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",33.9
2009,Male,Rafah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",36.8
2010,Male,Rafah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",32.4
2011,Male,Rafah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",29.3
2012,Male,Rafah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",28.3
2013,Male,Rafah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",33.2
2014,Male,Rafah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",42.1
2015,Male,Rafah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",34.5
2016,Male,Rafah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",34.4
2017,Male,Rafah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",38.3
2018,Male,Rafah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",45.7
2000,Female,Jenin,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",7.2
2001,Female,Jenin,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",10.1
2002,Female,Jenin,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",20.1
2003,Female,Jenin,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",19.1
2004,Female,Jenin,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",20.4
2005,Female,Jenin,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",23.2
2006,Female,Jenin,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",21.3
2007,Female,Jenin,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",14.1
2008,Female,Jenin,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",14.6
2009,Female,Jenin,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",18.9
2010,Female,Jenin,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",15.0
2011,Female,Jenin,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",17.2
2012,Female,Jenin,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",21.2
2013,Female,Jenin,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",29.7
2014,Female,Jenin,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",31.2
2015,Female,Jenin,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",24.2
2016,Female,Jenin,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",33.5
2017,Female,Jenin,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",38.0
2018,Female,Jenin,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",37.4
2000,Female,Tubas & Northern Valleys,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",13.4
2001,Female,Tubas & Northern Valleys,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",14.6
2002,Female,Tubas & Northern Valleys,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",25.3
2003,Female,Tubas & Northern Valleys,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",17.8
2004,Female,Tubas & Northern Valleys,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",17.2
2005,Female,Tubas & Northern Valleys,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",25.4
2006,Female,Tubas & Northern Valleys,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",25.9
2007,Female,Tubas & Northern Valleys,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",18.8
2008,Female,Tubas & Northern Valleys,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",17.5
2009,Female,Tubas & Northern Valleys,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",20.0
2010,Female,Tubas & Northern Valleys,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",12.6
2011,Female,Tubas & Northern Valleys,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",17.0
2012,Female,Tubas & Northern Valleys,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",19.9
2013,Female,Tubas & Northern Valleys,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",21.2
2014,Female,Tubas & Northern Valleys,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",26.6
2015,Female,Tubas & Northern Valleys,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",26.1
2016,Female,Tubas & Northern Valleys,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",30.8
2017,Female,Tubas & Northern Valleys,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",36.0
2018,Female,Tubas & Northern Valleys,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",38.7
2000,Female,Tulkarm,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",13.1
2001,Female,Tulkarm,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",12.9
2002,Female,Tulkarm,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",14.7
2003,Female,Tulkarm,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",14.4
2004,Female,Tulkarm,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",19.5
2005,Female,Tulkarm,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",22.6
2006,Female,Tulkarm,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",22.4
2007,Female,Tulkarm,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",25.5
2008,Female,Tulkarm,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",33.0
2009,Female,Tulkarm,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",35.7
2010,Female,Tulkarm,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",31.8
2011,Female,Tulkarm,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",28.5
2012,Female,Tulkarm,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",34.5
2013,Female,Tulkarm,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",27.7
2014,Female,Tulkarm,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",21.9
2015,Female,Tulkarm,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",31.4
2016,Female,Tulkarm,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",31.5
2017,Female,Tulkarm,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",28.8
2018,Female,Tulkarm,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",31.4
2000,Female,Nablus,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",14.5
2001,Female,Nablus,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",21.1
2002,Female,Nablus,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",22.0
2003,Female,Nablus,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",23.2
2004,Female,Nablus,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",22.4
2005,Female,Nablus,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",22.6
2006,Female,Nablus,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",19.8
2007,Female,Nablus,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",16.2
2008,Female,Nablus,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",19.0
2009,Female,Nablus,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",12.8
2010,Female,Nablus,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",13.9
2011,Female,Nablus,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",24.6
2012,Female,Nablus,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",27.3
2013,Female,Nablus,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",26.0
2014,Female,Nablus,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",28.6
2015,Female,Nablus,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",30.5
2016,Female,Nablus,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",31.0
2017,Female,Nablus,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",32.0
2018,Female,Nablus,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",26.3
2000,Female,Qalqiliya,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",13.4
2001,Female,Qalqiliya,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",9.1
2002,Female,Qalqiliya,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",10.7
2003,Female,Qalqiliya,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",8.6
2004,Female,Qalqiliya,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",14.7
2005,Female,Qalqiliya,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",18.8
2006,Female,Qalqiliya,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",17.1
2007,Female,Qalqiliya,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",13.9
2008,Female,Qalqiliya,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",27.0
2009,Female,Qalqiliya,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",37.0
2010,Female,Qalqiliya,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",25.9
2011,Female,Qalqiliya,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",27.8
2012,Female,Qalqiliya,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",26.5
2013,Female,Qalqiliya,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",23.9
2014,Female,Qalqiliya,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",18.5
2015,Female,Qalqiliya,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",22.3
2016,Female,Qalqiliya,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",23.8
2017,Female,Qalqiliya,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",26.0
2018,Female,Qalqiliya,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",27.6
2000,Female,Salfit,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",13.6
2001,Female,Salfit,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",11.3
2002,Female,Salfit,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",11.2
2003,Female,Salfit,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",10.3
2004,Female,Salfit,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",10.8
2005,Female,Salfit,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",18.4
2006,Female,Salfit,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",14.7
2007,Female,Salfit,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",21.0
2008,Female,Salfit,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",21.3
2009,Female,Salfit,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",22.6
2010,Female,Salfit,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",22.6
2011,Female,Salfit,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",21.8
2012,Female,Salfit,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",31.9
2013,Female,Salfit,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",27.1
2014,Female,Salfit,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",32.5
2015,Female,Salfit,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",28.2
2016,Female,Salfit,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",22.6
2017,Female,Salfit,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",22.4
2018,Female,Salfit,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",24.5
2000,Female,Ramallah & Al-Bireh,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",7.1
2001,Female,Ramallah & Al-Bireh,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",7.9
2002,Female,Ramallah & Al-Bireh,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",16.3
2003,Female,Ramallah & Al-Bireh,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",13.6
2004,Female,Ramallah & Al-Bireh,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",15.9
2005,Female,Ramallah & Al-Bireh,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",13.7
2006,Female,Ramallah & Al-Bireh,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",18.8
2007,Female,Ramallah & Al-Bireh,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",17.0
2008,Female,Ramallah & Al-Bireh,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",15.0
2009,Female,Ramallah & Al-Bireh,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",16.4
2010,Female,Ramallah & Al-Bireh,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",17.6
2011,Female,Ramallah & Al-Bireh,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",18.7
2012,Female,Ramallah & Al-Bireh,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",19.8
2013,Female,Ramallah & Al-Bireh,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",19.5
2014,Female,Ramallah & Al-Bireh,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",21.0
2015,Female,Ramallah & Al-Bireh,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",27.2
2016,Female,Ramallah & Al-Bireh,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",20.8
2017,Female,Ramallah & Al-Bireh,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",18.1
2018,Female,Ramallah & Al-Bireh,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",21.0
2000,Female,Jericho & AL Aghwar,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",3.9
2001,Female,Jericho & AL Aghwar,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",5.4
2002,Female,Jericho & AL Aghwar,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",6.8
2003,Female,Jericho & AL Aghwar,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",9.9
2004,Female,Jericho & AL Aghwar,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",15.7
2005,Female,Jericho & AL Aghwar,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",13.8
2006,Female,Jericho & AL Aghwar,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",12.2
2007,Female,Jericho & AL Aghwar,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",16.9
2008,Female,Jericho & AL Aghwar,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",8.9
2009,Female,Jericho & AL Aghwar,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",5.9
2010,Female,Jericho & AL Aghwar,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",10.6
2011,Female,Jericho & AL Aghwar,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",18.1
2012,Female,Jericho & AL Aghwar,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",28.0
2013,Female,Jericho & AL Aghwar,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",22.3
2014,Female,Jericho & AL Aghwar,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",22.4
2015,Female,Jericho & AL Aghwar,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",22.3
2016,Female,Jericho & AL Aghwar,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",16.7
2017,Female,Jericho & AL Aghwar,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",27.2
2018,Female,Jericho & AL Aghwar,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",33.9
2000,Female,Jerusalem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",6.5
2001,Female,Jerusalem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",4.9
2002,Female,Jerusalem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",5.3
2003,Female,Jerusalem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",12.7
2004,Female,Jerusalem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",14.3
2005,Female,Jerusalem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",10.9
2006,Female,Jerusalem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",8.3
2007,Female,Jerusalem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",9.1
2008,Female,Jerusalem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",9.5
2009,Female,Jerusalem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",13.4
2010,Female,Jerusalem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",18.1
2011,Female,Jerusalem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",21.5
2012,Female,Jerusalem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",19.6
2013,Female,Jerusalem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",23.4
2014,Female,Jerusalem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",33.5
2015,Female,Jerusalem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",26.4
2016,Female,Jerusalem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",12.7
2017,Female,Jerusalem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",17.5
2018,Female,Jerusalem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",23.0
2000,Female,Bethlehem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",5.6
2001,Female,Bethlehem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",5.4
2002,Female,Bethlehem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",4.4
2003,Female,Bethlehem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",8.8
2004,Female,Bethlehem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",5.6
2005,Female,Bethlehem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",8.4
