Year,SEX,AREA,Series,Value
2003,Female,Tulkarm,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2004,Female,Tulkarm,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2005,Female,Tulkarm,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2006,Female,Tulkarm,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2007,Female,Tulkarm,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2008,Female,Tulkarm,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2009,Female,Tulkarm,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2010,Female,Tulkarm,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2011,Female,Tulkarm,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2012,Female,Tulkarm,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2013,Female,Tulkarm,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2014,Female,Tulkarm,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2015,Female,Tulkarm,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2016,Female,Tulkarm,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2017,Female,Tulkarm,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2018,Female,Tulkarm,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2000,Female,Nablus,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",487.8
2001,Female,Nablus,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2002,Female,Nablus,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2003,Female,Nablus,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2004,Female,Nablus,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2005,Female,Nablus,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2006,Female,Nablus,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2007,Female,Nablus,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2008,Female,Nablus,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2009,Female,Nablus,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2010,Female,Nablus,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2011,Female,Nablus,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2012,Female,Nablus,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2013,Female,Nablus,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2014,Female,Nablus,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2015,Female,Nablus,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2016,Female,Nablus,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2017,Female,Nablus,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2018,Female,Nablus,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2000,Female,Qalqiliya,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",575.4
2001,Female,Qalqiliya,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2002,Female,Qalqiliya,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2003,Female,Qalqiliya,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2004,Female,Qalqiliya,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2005,Female,Qalqiliya,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2006,Female,Qalqiliya,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2007,Female,Qalqiliya,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2008,Female,Qalqiliya,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2009,Female,Qalqiliya,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2010,Female,Qalqiliya,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2011,Female,Qalqiliya,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2012,Female,Qalqiliya,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2013,Female,Qalqiliya,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2014,Female,Qalqiliya,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2015,Female,Qalqiliya,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2016,Female,Qalqiliya,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2017,Female,Qalqiliya,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2018,Female,Qalqiliya,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2000,Female,Salfit,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2001,Female,Salfit,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2002,Female,Salfit,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2003,Female,Salfit,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2004,Female,Salfit,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2005,Female,Salfit,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2006,Female,Salfit,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2007,Female,Salfit,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2008,Female,Salfit,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2009,Female,Salfit,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2010,Female,Salfit,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2011,Female,Salfit,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2012,Female,Salfit,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2013,Female,Salfit,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2014,Female,Salfit,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2015,Female,Salfit,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2016,Female,Salfit,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2017,Female,Salfit,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2018,Female,Salfit,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2000,,Palestine,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",62.0
2001,,Palestine,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",19.2
2002,,Palestine,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",9.4
2003,,Palestine,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",18.0
2004,,Palestine,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",48.9
2005,,Palestine,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",46.5
2006,,Palestine,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",18.6
2007,,Palestine,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",28.3
2008,,Palestine,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",51.5
2009,,Palestine,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",300.5
2010,,Palestine,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",206.3
2011,,Palestine,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",349.3
2012,,Palestine,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",58.4
2013,,Palestine,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",175.7
2014,,Palestine,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",159.7
2015,,Palestine,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",434.8
2016,,Palestine,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",296.7
2017,,Palestine,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",203.2
2018,,Palestine,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",449.2
2000,,Jenin,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",288.7
2001,,Jenin,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2002,,Jenin,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2003,,Jenin,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2004,,Jenin,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2005,,Jenin,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2006,,Jenin,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2007,,Jenin,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2008,,Jenin,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2009,,Jenin,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2010,,Jenin,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2011,,Jenin,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2012,,Jenin,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2013,,Jenin,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2014,,Jenin,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2015,,Jenin,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2016,,Jenin,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2017,,Jenin,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2018,,Jenin,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2000,,Tubas & Northern Valleys,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",271.8
2001,,Tubas & Northern Valleys,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2002,,Tubas & Northern Valleys,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2003,,Tubas & Northern Valleys,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2004,,Tubas & Northern Valleys,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2005,,Tubas & Northern Valleys,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2006,,Tubas & Northern Valleys,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2007,,Tubas & Northern Valleys,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2008,,Tubas & Northern Valleys,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2009,,Tubas & Northern Valleys,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2010,,Tubas & Northern Valleys,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2011,,Tubas & Northern Valleys,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2012,,Tubas & Northern Valleys,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2013,,Tubas & Northern Valleys,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2014,,Tubas & Northern Valleys,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2015,,Tubas & Northern Valleys,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2016,,Tubas & Northern Valleys,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2017,,Tubas & Northern Valleys,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2018,,Tubas & Northern Valleys,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2000,,Tulkarm,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",713.0
2001,,Tulkarm,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2002,,Tulkarm,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2003,,Tulkarm,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2004,,Tulkarm,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2005,,Tulkarm,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2006,,Tulkarm,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2007,,Tulkarm,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2008,,Tulkarm,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2009,,Tulkarm,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2010,,Tulkarm,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2011,,Tulkarm,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2012,,Tulkarm,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2013,,Tulkarm,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2014,,Tulkarm,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2015,,Tulkarm,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2016,,Tulkarm,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2017,,Tulkarm,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2018,,Tulkarm,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2000,,Nablus,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",588.2
2001,,Nablus,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2002,,Nablus,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2003,,Nablus,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2004,,Nablus,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2005,,Nablus,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2006,,Nablus,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2007,,Nablus,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2008,,Nablus,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2009,,Nablus,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2010,,Nablus,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2011,,Nablus,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2012,,Nablus,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2013,,Nablus,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2014,,Nablus,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2015,,Nablus,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2016,,Nablus,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2017,,Nablus,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2018,,Nablus,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2000,,Qalqiliya,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",434.8
2001,,Qalqiliya,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2002,,Qalqiliya,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2003,,Qalqiliya,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2004,,Qalqiliya,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2005,,Qalqiliya,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2006,,Qalqiliya,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2007,,Qalqiliya,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2008,,Qalqiliya,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2009,,Qalqiliya,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2010,,Qalqiliya,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2011,,Qalqiliya,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2012,,Qalqiliya,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2013,,Qalqiliya,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2014,,Qalqiliya,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2015,,Qalqiliya,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2016,,Qalqiliya,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2017,,Qalqiliya,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2018,,Qalqiliya,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2000,,Salfit,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",449.2
2001,,Salfit,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2002,,Salfit,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2003,,Salfit,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2004,,Salfit,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2005,,Salfit,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2006,,Salfit,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2007,,Salfit,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2008,,Salfit,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
2009,,Salfit,"Foreign direct investments (FDI), official development assistance and South-South Cooperation as a proportion of total domestic budget by SEX, AREA and TIME PERIOD",
